#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2021 01 20 16 30  60  7.0  9.0    MM    MM    MM  MM 1018.5  22.7  23.8  17.5   MM   MM    MM
2021 01 20 16 20  60  7.0  9.0    MM    MM    MM  MM 1018.4  22.7  23.8  17.5   MM   MM    MM
2021 01 20 16 10  60  8.0 10.0    MM    MM    MM  MM 1018.3  22.7  23.8  17.5   MM   MM    MM
2021 01 20 16 00  60  8.0 10.0    MM    MM    MM  MM 1018.2  22.6  23.8  17.5   MM -0.0    MM
2021 01 20 15 50  50  7.0  9.0   2.9    11   7.2 349 1018.2  22.7  23.8  17.5   MM   MM    MM
2021 01 20 15 40  60  8.0 10.0   2.9    MM   7.2 349 1018.0  22.7  23.8  17.3   MM   MM    MM
2021 01 20 15 30  60  7.0  9.0    MM    MM    MM  MM 1018.0  22.6  23.8  17.0   MM   MM    MM
2021 01 20 15 20  50  7.0 10.0    MM    MM    MM  MM 1018.0  22.7  23.8  17.2   MM   MM    MM
2021 01 20 15 10  60  7.0 10.0    MM    MM    MM  MM 1017.9  22.6  23.8  16.7   MM   MM    MM
2021 01 20 15 00  60  8.0 10.0    MM    MM    MM  MM 1017.7  22.6  23.8  16.9   MM -1.2    MM
2021 01 20 14 50  60  8.0 10.0   3.2     8   7.3  51 1017.8  22.6  23.8  17.0   MM   MM    MM
2021 01 20 14 40  60  7.0  9.0   3.2    MM   7.3  51 1017.9  22.6  23.8  16.7   MM   MM    MM
2021 01 20 14 30  60  8.0 10.0    MM    MM    MM  MM 1018.0  22.6  23.8  16.9   MM   MM    MM
2021 01 20 14 20  60  8.0 10.0    MM    MM    MM  MM 1018.1  22.6  23.8  17.0   MM   MM    MM
2021 01 20 14 10  50  8.0 10.0    MM    MM    MM  MM 1018.1  22.5  23.8  16.9   MM   MM    MM
2021 01 20 14 00  60  8.0 10.0    MM    MM    MM  MM 1018.1  22.6  23.8  17.3   MM -1.3    MM
2021 01 20 13 50  60  8.0 10.0   3.2    11   7.4 348 1018.2  22.5  23.8  17.0   MM   MM    MM
2021 01 20 13 40  50  8.0 10.0   3.2    MM   7.4 348 1018.4  22.5  23.8  17.1   MM   MM    MM
2021 01 20 13 30  50  8.0 10.0    MM    MM    MM  MM 1018.4  22.4  23.8  17.3   MM   MM    MM
2021 01 20 13 20  50  8.0 10.0    MM    MM    MM  MM 1018.4  22.4  23.8  17.7   MM   MM    MM
2021 01 20 13 10  50  8.0 11.0    MM    MM    MM  MM 1018.5  22.3  23.8  17.7   MM   MM    MM
2021 01 20 13 00  50  8.0 11.0    MM    MM    MM  MM 1018.4  22.1  23.8  17.9   MM -1.5    MM
2021 01 20 12 50  50  9.0 11.0   3.1    11   7.3 353 1018.5  22.1  23.8  17.9   MM   MM    MM
2021 01 20 12 40  50  9.0 11.0   3.1    MM   7.3 353 1018.6  22.0  23.8  17.6   MM   MM    MM
2021 01 20 12 30  50  8.0 10.0    MM    MM    MM  MM 1018.8  21.6  23.8  17.6   MM   MM    MM
2021 01 20 12 20  50  8.0 10.0    MM    MM    MM  MM 1018.9  21.3  23.8  17.7   MM   MM    MM
2021 01 20 12 10  60  9.0 11.0    MM    MM    MM  MM 1018.9  21.2  23.8  18.1   MM   MM    MM
2021 01 20 12 00  70  9.0 12.0    MM    MM    MM  MM 1019.1  22.0  23.8  17.7   MM -1.3    MM
2021 01 20 11 50  50 10.0 12.0   3.0    12   7.3 350 1019.0  22.2  23.8  17.2   MM   MM    MM
2021 01 20 11 40  50  9.0 12.0    MM    MM    MM  MM 1019.1  22.1  23.8  16.9   MM   MM    MM
2021 01 20 11 30  50  9.0 11.0    MM    MM    MM  MM 1019.1  22.2  23.8  17.1   MM   MM    MM
2021 01 20 11 20  40  9.0 12.0    MM    MM    MM  MM 1019.1  22.2  23.9  16.9   MM   MM    MM
2021 01 20 11 10  50  9.0 12.0    MM    MM    MM  MM 1019.2  22.2  23.8  16.9   MM   MM    MM
2021 01 20 11 00  50  9.0 11.0    MM    MM    MM  MM 1019.3  22.2  23.8  17.1   MM -1.1    MM
2021 01 20 10 50  50  9.0 12.0   3.2    11   7.4 347 1019.5  22.2  23.9  16.9   MM   MM    MM
2021 01 20 10 40  50  9.0 11.0   3.2    MM   7.4 347 1019.6  22.1  23.8  16.7   MM   MM    MM
2021 01 20 10 30  50  9.0 11.0    MM    MM    MM  MM 1019.8  22.2  23.9  16.9   MM   MM    MM
2021 01 20 10 20  50  9.0 11.0    MM    MM    MM  MM 1019.8  22.2  23.9  16.7   MM   MM    MM
2021 01 20 10 10  50  9.0 11.0    MM    MM    MM  MM 1019.9  22.1  23.8  16.6   MM   MM    MM
2021 01 20 10 00  50  9.0 12.0    MM    MM    MM  MM 1020.0  22.1  23.9  16.9   MM -0.5    MM
2021 01 20 09 50  50 10.0 12.0   3.5    12   7.4 352 1020.1  22.1  23.9  16.6   MM   MM    MM
2021 01 20 09 40  50  9.0 11.0   3.5    MM   7.4 352 1020.0  22.2  23.8  16.6   MM   MM    MM
2021 01 20 09 30  50  9.0 12.0    MM    MM    MM  MM 1020.1  22.2  23.9  16.5   MM   MM    MM
2021 01 20 09 20  50  9.0 11.0    MM    MM    MM  MM 1020.2  22.2  23.9  16.5   MM   MM    MM
2021 01 20 09 10  50  8.0 11.0    MM    MM    MM  MM 1020.2  22.1  23.9  16.4   MM   MM    MM
2021 01 20 09 00  50  9.0 11.0    MM    MM    MM  MM 1020.3  22.1  23.9  16.3   MM +0.0    MM
2021 01 20 08 50  50  9.0 11.0   3.4    13   7.4   1 1020.4  22.0  23.9  15.9   MM   MM    MM
2021 01 20 08 40  50  8.0 11.0   3.4    MM   7.4   1 1020.5  22.0  23.9  16.1   MM   MM    MM
2021 01 20 08 30  50  9.0 11.0    MM    MM    MM  MM 1020.6  22.0  23.9  16.3   MM   MM    MM
2021 01 20 08 20  50  9.0 11.0    MM    MM    MM  MM 1020.6  22.0  23.9  16.4   MM   MM    MM
2021 01 20 08 10  50  9.0 11.0    MM    MM    MM  MM 1020.6  22.0  23.9  16.3   MM   MM    MM
2021 01 20 08 00  50  9.0 11.0    MM    MM    MM  MM 1020.6  22.0  23.9  16.3   MM +0.0    MM
2021 01 20 07 50  50  9.0 11.0   3.5     8   7.3  57 1020.5  22.0  23.9  16.4   MM   MM    MM
2021 01 20 07 40  50  9.0 12.0   3.5    MM   7.3  57 1020.5  22.0  23.9  16.3   MM   MM    MM
2021 01 20 07 30  50  9.0 12.0    MM    MM    MM  MM 1020.5  22.0  23.9  16.4   MM   MM    MM
2021 01 20 07 20  50  9.0 12.0    MM    MM    MM  MM 1020.4  22.0  23.9  16.2   MM   MM    MM
2021 01 20 07 10  50  9.0 11.0    MM    MM    MM  MM 1020.5  22.0  23.9  16.0   MM   MM    MM
2021 01 20 07 00  50  9.0 11.0    MM    MM    MM  MM 1020.5  22.1  23.9  16.4   MM +1.4    MM
2021 01 20 06 50  50  9.0 11.0   3.4    12   7.4 356 1020.5  22.0  23.9  16.2   MM   MM    MM
2021 01 20 06 40  50  9.0 11.0   3.4    MM   7.4 356 1020.5  22.0  23.9  16.4   MM   MM    MM
2021 01 20 06 30  50  9.0 11.0    MM    MM    MM  MM 1020.5  22.0  23.9  16.6   MM   MM    MM
2021 01 20 06 20  50  9.0 12.0    MM    MM    MM  MM 1020.5  22.0  23.9  16.4   MM   MM    MM
2021 01 20 06 10  50 10.0 13.0    MM    MM    MM  MM 1020.5  22.0  23.9  16.8   MM   MM    MM
2021 01 20 06 00  50 10.0 13.0    MM    MM    MM  MM 1020.4  22.0  23.9  16.9   MM +1.7    MM
2021 01 20 05 50  50  9.0 12.0   3.2    12   7.2 346 1020.4  22.0  23.9  16.6   MM   MM    MM
2021 01 20 05 40  50 10.0 12.0   3.2    MM   7.2 346 1020.6  22.0  23.9  16.4   MM   MM    MM
2021 01 20 05 30  50 10.0 12.0    MM    MM    MM  MM 1020.5  21.9  23.9  16.4   MM   MM    MM
2021 01 20 05 20  50 10.0 12.0    MM    MM    MM  MM 1020.4  22.0  23.9  16.8   MM   MM    MM
2021 01 20 05 10  50 10.0 12.0    MM    MM    MM  MM 1020.3  22.0  23.9  16.7   MM   MM    MM
2021 01 20 05 00  50 10.0 12.0    MM    MM    MM  MM 1020.2  22.0  23.9  16.8   MM +1.9    MM
2021 01 20 04 50  50 10.0 13.0   3.6     9   7.5  44 1020.2  22.0  23.9  16.8   MM   MM    MM
2021 01 20 04 40  50 10.0 13.0   3.6    MM   7.5  44 1019.9  22.0  23.9  16.8   MM   MM    MM
2021 01 20 04 30  50 10.0 13.0    MM    MM    MM  MM 1019.7  22.0  23.9  16.8   MM   MM    MM
2021 01 20 04 20  60 10.0 13.0    MM    MM    MM  MM 1019.6  21.9  23.9  16.5   MM   MM    MM
2021 01 20 04 10  60 10.0 12.0    MM    MM    MM  MM 1019.4  21.9  23.9  16.5   MM   MM    MM
2021 01 20 04 00  60 10.0 12.0    MM    MM    MM  MM 1019.0  22.0  23.9  16.6   MM +0.9    MM
2021 01 20 03 50  60  9.0 12.0   3.3    12   7.2 354 1019.0  22.0  23.9  16.5   MM   MM    MM
2021 01 20 03 40  60  9.0 12.0   3.3    MM   7.2 354 1019.0  22.0  23.9  16.5   MM   MM    MM
2021 01 20 03 30  60 10.0 12.0    MM    MM    MM  MM 1018.9  21.9  23.9  16.1   MM   MM    MM
2021 01 20 03 20  70 10.0 12.0    MM    MM    MM  MM 1018.8  22.0  23.9  16.0   MM   MM    MM
2021 01 20 03 10  60 10.0 13.0    MM    MM    MM  MM 1018.6  22.0  23.9  16.2   MM   MM    MM
2021 01 20 03 00  60 10.0 12.0    MM    MM    MM  MM 1018.6  21.9  23.9  16.4   MM -0.0    MM
2021 01 20 02 50  60 10.0 12.0   3.5    12   7.5 349 1018.7  21.9  23.9  16.1   MM   MM    MM
2021 01 20 02 40  70 10.0 14.0   3.5    MM   7.5 349 1018.6  21.9  23.9  15.9   MM   MM    MM
2021 01 20 02 30  70  9.0 13.0    MM    MM    MM  MM 1018.5  21.9  23.9  15.7   MM   MM    MM
2021 01 20 02 20  60  9.0 12.0    MM    MM    MM  MM 1018.4  21.8  23.9  15.3   MM   MM    MM
2021 01 20 02 10  60  9.0 12.0    MM    MM    MM  MM 1018.3  21.8  23.9  15.2   MM   MM    MM
2021 01 20 02 00  60 10.0 12.0    MM    MM    MM  MM 1018.3  21.8  23.9  15.1   MM -1.5    MM
2021 01 20 01 50  60 10.0 13.0   3.4    13   7.6 351 1018.2  21.7  23.9  14.8   MM   MM    MM
2021 01 20 01 40  60 10.0 12.0    MM    MM    MM  MM 1018.1  21.7  23.9  14.8   MM   MM    MM
2021 01 20 01 30  60 10.0 13.0    MM    MM    MM  MM 1018.1  21.7  23.9  14.5   MM   MM    MM
2021 01 20 01 20  50 10.0 12.0    MM    MM    MM  MM 1018.0  21.7  23.9  14.5   MM   MM    MM
2021 01 20 01 10  60 10.0 12.0    MM    MM    MM  MM 1018.1  21.7  23.9  14.4   MM   MM    MM
2021 01 20 01 00  60 10.0 12.0    MM    MM    MM  MM 1018.2  21.8  23.9  14.6   MM -2.9    MM
2021 01 20 00 50  60 10.0 12.0   3.6    12   7.9 344 1018.2  21.8  23.9  14.1   MM   MM    MM
2021 01 20 00 40  50 10.0 12.0   3.6    MM   7.9 344 1018.3  21.8  23.9  14.3   MM   MM    MM
2021 01 20 00 30  50 10.0 13.0    MM    MM    MM  MM 1018.3  21.8  23.9  14.7   MM   MM    MM
2021 01 20 00 20  50 10.0 12.0    MM    MM    MM  MM 1018.4  21.7  23.9  15.0   MM   MM    MM
2021 01 20 00 10  50 10.0 13.0    MM    MM    MM  MM 1018.7  21.7  23.9  14.6   MM   MM    MM
2021 01 20 00 00  50 10.0 14.0    MM    MM    MM  MM 1018.7  21.8  23.9  14.5   MM -3.5    MM
2021 01 19 23 50  60 10.0 13.0   3.5    13   7.7 344 1019.0  21.8  23.9  14.4   MM   MM    MM
2021 01 19 23 40  60 10.0 13.0   3.5    MM   7.7 344 1019.3  21.7  23.9  13.9   MM   MM    MM
2021 01 19 23 20  60 10.0 13.0    MM    MM    MM  MM 1019.6  21.8  23.9  13.9   MM   MM    MM
2021 01 19 23 10  60 11.0 13.0    MM    MM    MM  MM 1019.8  21.7  23.9  14.0   MM   MM    MM
2021 01 19 23 00  50 11.0 13.0    MM    MM    MM  MM 1019.9  21.7  23.9  14.6   MM -2.8    MM
2021 01 19 22 50  60 11.0 13.0   4.0    13   7.8 359 1020.1  21.7  23.9  13.9   MM   MM    MM
2021 01 19 22 40  60 10.0 13.0   4.0    MM   7.8 359 1020.3  21.7  23.9  13.9   MM   MM    MM
2021 01 19 22 30  50 10.0 13.0    MM    MM    MM  MM 1020.5  21.5  23.9  13.3   MM   MM    MM
2021 01 19 22 20  60 11.0 13.0    MM    MM    MM  MM 1020.7  21.7    MM  13.2   MM   MM    MM
2021 01 19 22 10  60 11.0 14.0    MM    MM    MM  MM 1021.0  21.7  23.9  12.6   MM   MM    MM
2021 01 19 22 00  60 11.0 14.0    MM    MM    MM  MM 1021.3  21.6  23.9  13.5   MM -1.5    MM
2021 01 19 21 50  60 11.0 14.0   4.3    13   8.2 343 1021.6  21.6  23.9  13.0   MM   MM    MM
2021 01 19 21 40  50 10.0 13.0   4.3    MM   8.2 343 1021.8  21.7  23.9  12.4   MM   MM    MM
2021 01 19 21 30  50 10.0 13.0    MM    MM    MM  MM 1021.9  21.7  23.9  12.7   MM   MM    MM
2021 01 19 21 20  60 10.0 13.0    MM    MM    MM  MM 1022.1  21.7  23.9  13.2   MM   MM    MM
2021 01 19 21 10  60 11.0 14.0    MM    MM    MM  MM 1022.2  21.6  23.9  13.6   MM   MM    MM
2021 01 19 21 00  50 12.0 14.0    MM    MM    MM  MM 1022.3  21.6  23.9  13.9   MM +0.0    MM
2021 01 19 20 50  60 11.0 15.0   3.8    13   7.9 352 1022.5  21.6  23.9  14.5   MM   MM    MM
2021 01 19 20 40  60 11.0 14.0   3.8    MM   7.9 352 1022.7  21.6  23.9  14.3   MM   MM    MM
2021 01 19 20 30  60 11.0 14.0    MM    MM    MM  MM 1022.8  21.5  23.9  14.2   MM   MM    MM
2021 01 19 20 20  60 11.0 14.0    MM    MM    MM  MM 1023.0  21.3  23.9  14.5   MM   MM    MM
2021 01 19 20 10  50 12.0 15.0    MM    MM    MM  MM 1023.0  21.3  23.9  14.6   MM   MM    MM
2021 01 19 20 00  50 12.0 14.0    MM    MM    MM  MM 1022.9  21.4  23.9  14.2   MM +0.6    MM
2021 01 19 19 50  40 11.0 15.0   3.8    14   7.6 354 1022.8  21.4  23.9  13.6   MM   MM    MM
2021 01 19 19 40  50 10.0 14.0   3.8    MM   7.6 354 1022.9  21.5  23.9  12.9   MM   MM    MM
2021 01 19 19 30  50 11.0 14.0    MM    MM    MM  MM 1022.8  21.5  23.9  11.8   MM   MM    MM
2021 01 19 19 20  50 11.0 15.0    MM    MM    MM  MM 1022.8  21.6  23.9  12.5   MM   MM    MM
2021 01 19 19 10  40 11.0 15.0    MM    MM    MM  MM 1022.7  21.7  23.9  13.0   MM   MM    MM
2021 01 19 19 00  50 11.0 14.0    MM    MM    MM  MM 1022.7  21.6  23.9  13.2   MM +1.2    MM
2021 01 19 18 50  50 11.0 14.0   3.6    13   7.8 351 1022.7  21.4  23.9  13.2   MM   MM    MM
2021 01 19 18 40  50 11.0 14.0   3.6    MM   7.8 351 1022.6  21.4  23.9  13.3   MM   MM    MM
2021 01 19 18 30  50 11.0 14.0    MM    MM    MM  MM 1022.5  21.4  23.9  13.4   MM   MM    MM
2021 01 19 18 20  40 10.0 13.0    MM    MM    MM  MM 1022.5  21.3  23.9  13.6   MM   MM    MM
2021 01 19 18 10  40 10.0 13.0    MM    MM    MM  MM 1022.4  21.3  23.9  12.9   MM   MM    MM
2021 01 19 18 00  40 11.0 15.0    MM    MM    MM  MM 1022.3  21.3  23.9  12.5   MM +1.4    MM
2021 01 19 17 50  40 11.0 14.0   3.8    14   7.6 353 1022.3  21.3  23.9  12.5   MM   MM    MM
2021 01 19 17 40  40 11.0 14.0   3.8    MM   7.6 353 1022.3  21.3  23.9  13.1   MM   MM    MM
2021 01 19 17 30  40 11.0 14.0    MM    MM    MM  MM 1022.3  21.1  23.9  13.4   MM   MM    MM
2021 01 19 17 20  40 10.0 14.0    MM    MM    MM  MM 1022.3  21.1  23.9  13.4   MM   MM    MM
2021 01 19 17 10  40 10.0 14.0    MM    MM    MM  MM 1022.2  21.2  23.9  13.0   MM   MM    MM
2021 01 19 17 00  50  9.0 11.0    MM    MM    MM  MM 1022.1  21.2  23.9  12.7   MM +0.7    MM
2021 01 19 16 50  50 10.0 14.0   3.8    13   7.7 358 1022.0  21.2  23.9  11.8   MM   MM    MM
2021 01 19 16 40  50 11.0 13.0   3.8    MM   7.7 358 1021.8  21.3  23.9  12.6   MM   MM    MM
2021 01 19 16 30  50 10.0 14.0    MM    MM    MM  MM 1021.7  21.1  23.9  13.0   MM   MM    MM
2021 01 19 16 20  50 11.0 14.0    MM    MM    MM  MM 1021.6  21.1  23.9  13.5   MM   MM    MM
2021 01 19 16 10  60 11.0 13.0    MM    MM    MM  MM 1021.4  21.1  23.9  13.7   MM   MM    MM
2021 01 19 16 00  60 10.0 13.0    MM    MM    MM  MM 1021.4  21.2  23.9  13.0   MM -0.0    MM
2021 01 19 15 50  50 11.0 14.0   4.0    14   8.0 344 1021.3  21.2  23.9  12.7   MM   MM    MM
2021 01 19 15 40  60 11.0 16.0   4.0    MM   8.0 344 1021.2  21.1  23.9  13.2   MM   MM    MM
2021 01 19 15 30  60 10.0 14.0    MM    MM    MM  MM 1021.2  20.9  23.9  13.7   MM   MM    MM
2021 01 19 15 20  60  9.0 12.0    MM    MM    MM  MM 1021.1  20.8  23.9  13.3   MM   MM    MM
2021 01 19 15 10  60 10.0 13.0    MM    MM    MM  MM 1021.1  20.8  23.9  13.0   MM   MM    MM
2021 01 19 15 00  60 10.0 13.0    MM    MM    MM  MM 1021.0  20.9  23.9  12.6   MM +0.0    MM
2021 01 19 14 50  50  9.0 12.0   4.1    13   7.9 337 1020.8  20.9  23.9  12.9   MM   MM    MM
2021 01 19 14 40  50 10.0 13.0   4.1    MM   7.9 337 1021.0  20.8  23.9  13.0   MM   MM    MM
2021 01 19 14 30  50 11.0 15.0    MM    MM    MM  MM 1021.1  20.9  23.9  12.3   MM   MM    MM
2021 01 19 14 20  50 11.0 14.0    MM    MM    MM  MM 1021.1  20.9  23.9  13.1   MM   MM    MM
2021 01 19 14 10  60 10.0 13.0    MM    MM    MM  MM 1021.2  20.9  23.9  12.3   MM   MM    MM
2021 01 19 14 00  60 10.0 13.0    MM    MM    MM  MM 1021.4  20.9  23.9  12.5   MM -0.5    MM
2021 01 19 13 50  50 11.0 13.0   4.1    13   8.2 351 1021.3  21.0  23.9  12.6   MM   MM    MM
2021 01 19 13 40  50 11.0 15.0   4.1    MM   8.2 351 1021.4  21.0  24.0  12.7   MM   MM    MM
2021 01 19 13 30  50 11.0 14.0    MM    MM    MM  MM 1021.4  21.1  23.9  13.1   MM   MM    MM
2021 01 19 13 20  60 11.0 14.0    MM    MM    MM  MM 1021.5  21.1  24.0  13.3   MM   MM    MM
2021 01 19 13 10  60 11.0 15.0    MM    MM    MM  MM 1021.5  21.1  23.9  13.6   MM   MM    MM
2021 01 19 13 00  50 11.0 13.0    MM    MM    MM  MM 1021.6  21.1  23.9  13.9   MM -1.1    MM
2021 01 19 12 50  50 10.0 13.0   4.2    13   8.3 345 1021.5  21.0  23.9  13.9   MM   MM    MM
2021 01 19 12 40  40 10.0 13.0   4.2    MM   8.3 345 1021.5  21.0  23.9  13.5   MM   MM    MM
2021 01 19 12 30  50 10.0 13.0    MM    MM    MM  MM 1021.5  20.9  23.9  13.3   MM   MM    MM
2021 01 19 12 20  60 10.0 12.0    MM    MM    MM  MM 1021.3  20.9  24.0  12.8   MM   MM    MM
2021 01 19 12 10  60 11.0 15.0    MM    MM    MM  MM 1021.2  21.0  23.9  12.4   MM   MM    MM
2021 01 19 12 00  50 11.0 15.0    MM    MM    MM  MM 1021.1  20.9  24.0  12.7   MM -2.2    MM
2021 01 19 11 50  50 11.0 14.0   3.9    12   8.0 345 1021.2  20.8  24.0  12.7   MM   MM    MM
2021 01 19 11 40  50 10.0 13.0   3.9    MM   8.0 345 1021.3  20.9  23.9  12.9   MM   MM    MM
2021 01 19 11 30  50 11.0 14.0    MM    MM    MM  MM 1021.4  20.9  24.0  12.6   MM   MM    MM
2021 01 19 11 20  60 12.0 14.0    MM    MM    MM  MM 1021.7  20.9  23.9  12.4   MM   MM    MM
2021 01 19 11 10  60 10.0 14.0    MM    MM    MM  MM 1021.8  20.9  24.0  12.4   MM   MM    MM
2021 01 19 11 00  50 11.0 15.0    MM    MM    MM  MM 1022.0  20.9  24.0  12.0   MM -1.8    MM
2021 01 19 10 50  50 11.0 13.0   4.8    13   8.5 348 1022.1  20.9  24.0  12.3   MM   MM    MM
2021 01 19 10 40  60 11.0 14.0   4.8    MM   8.5 348 1022.2  21.0  24.0  12.7   MM   MM    MM
2021 01 19 10 30  60 11.0 16.0    MM    MM    MM  MM 1022.2  21.0  24.0  12.5   MM   MM    MM
2021 01 19 10 20  70 11.0 15.0    MM    MM    MM  MM 1022.3  21.1  23.9  12.7   MM   MM    MM
2021 01 19 10 10  60 11.0 15.0    MM    MM    MM  MM 1022.5  21.0  24.0  12.7   MM   MM    MM
2021 01 19 10 00  50 11.0 15.0    MM    MM    MM  MM 1022.6  20.9  23.9  12.2   MM -1.4    MM
2021 01 19 09 50  60 12.0 16.0   4.2    14   8.1 339 1022.8  20.9  24.0  13.0   MM   MM    MM
2021 01 19 09 40  60 12.0 15.0   4.2    MM   8.1 339 1022.9  20.9  23.9  13.4   MM   MM    MM
2021 01 19 09 30  60 12.0 14.0    MM    MM    MM  MM 1022.9  21.0  24.0  13.5   MM   MM    MM
2021 01 19 09 20  50 11.0 14.0    MM    MM    MM  MM 1023.0  21.1  24.0  12.8   MM   MM    MM
2021 01 19 09 10  50 12.0 15.0    MM    MM    MM  MM 1023.2  21.0  23.9  13.3   MM   MM    MM
2021 01 19 09 00  40 11.0 15.0    MM    MM    MM  MM 1023.3  20.8  24.0  13.8   MM -0.7    MM
2021 01 19 08 50  40 11.0 15.0   4.5    13   8.4 340 1023.3  20.7  23.9  14.2   MM   MM    MM
2021 01 19 08 40  50 12.0 16.0   4.5    MM   8.4 340 1023.3  20.7  24.0  14.1   MM   MM    MM
2021 01 19 08 30  50 11.0 14.0    MM    MM    MM  MM 1023.4  20.8  23.9  14.2   MM   MM    MM
2021 01 19 08 20  50 12.0 15.0    MM    MM    MM  MM 1023.6  20.7  23.9  13.5   MM   MM    MM
2021 01 19 08 10  50 11.0 14.0    MM    MM    MM  MM 1023.6  20.8  23.9  13.5   MM   MM    MM
2021 01 19 08 00  50 12.0 15.0    MM    MM    MM  MM 1023.8  20.8  23.9  14.1   MM +0.3    MM
2021 01 19 07 50  40 12.0 15.0   4.3    15   8.2 332 1023.8  20.7  23.9  13.7   MM   MM    MM
2021 01 19 07 40  40 12.0 15.0   4.3    MM   8.2 332 1023.8  20.6  23.9  14.3   MM   MM    MM
2021 01 19 07 30  40 12.0 16.0    MM    MM    MM  MM 1023.9  20.5  23.9  14.3   MM   MM    MM
2021 01 19 07 20  40 12.0 15.0    MM    MM    MM  MM 1024.0  20.4  23.9  14.6   MM   MM    MM
2021 01 19 07 10  40 12.0 15.0    MM    MM    MM  MM 1024.1  20.5  23.9  14.4   MM   MM    MM
2021 01 19 07 00  40 11.0 14.0    MM    MM    MM  MM 1024.1  20.4  23.9  14.0   MM +1.8    MM
2021 01 19 06 50  40 12.0 15.0   5.0    13   8.7 333 1024.0  20.4  23.9  13.9   MM   MM    MM
2021 01 19 06 40  50 12.0 17.0   5.0    MM   8.7 333 1024.0  19.9  23.9  14.4   MM   MM    MM
2021 01 19 06 30  50 12.0 15.0    MM    MM    MM  MM 1024.1  20.5  23.9  14.3   MM   MM    MM
2021 01 19 06 20  50 12.0 16.0    MM    MM    MM  MM 1024.1  20.4  23.9  13.9   MM   MM    MM
2021 01 19 06 10  60 11.0 14.0    MM    MM    MM  MM 1023.9  20.6  23.9  14.1   MM   MM    MM
2021 01 19 06 00  40 11.0 13.0    MM    MM    MM  MM 1023.9  20.4  23.9  13.5   MM +2.6    MM
2021 01 19 05 50  30 12.0 15.0   4.9    15   8.2 326 1024.0  20.5  23.9  14.1   MM   MM    MM
2021 01 19 05 40  40 12.0 15.0   4.9    MM   8.2 326 1023.9  20.8  23.9  12.4   MM   MM    MM
2021 01 19 05 30  50 11.0 15.0    MM    MM    MM  MM 1023.9  20.8  23.9  12.8   MM   MM    MM
2021 01 19 05 20  50 12.0 16.0    MM    MM    MM  MM 1023.8  20.7  23.9  12.8   MM   MM    MM
2021 01 19 05 10  50 12.0 17.0    MM    MM    MM  MM 1023.7  20.6  23.9  12.6   MM   MM    MM
2021 01 19 05 00  50 12.0 16.0    MM    MM    MM  MM 1023.5  20.7  23.9  13.1   MM +2.8    MM
2021 01 19 04 50  40 12.0 16.0   4.9    13   8.4 337 1023.3  20.7  23.9  12.4   MM   MM    MM
2021 01 19 04 40  30 12.0 15.0   4.9    MM   8.4 337 1023.2  20.7  23.9  12.8   MM   MM    MM
2021 01 19 04 30  30 12.0 16.0    MM    MM    MM  MM 1023.1  20.6  23.9  12.6   MM   MM    MM
2021 01 19 04 20  30 12.0 15.0    MM    MM    MM  MM 1022.9  20.6  23.9  13.1   MM   MM    MM
2021 01 19 04 10  30 12.0 15.0    MM    MM    MM  MM 1022.8  20.5  23.9  12.7   MM   MM    MM
2021 01 19 04 00  40 12.0 16.0    MM    MM    MM  MM 1022.5  20.5  23.9  12.9   MM +2.2    MM
2021 01 19 03 50  40 12.0 15.0   5.4    14   8.7 332 1022.3  20.4  23.9  13.1   MM   MM    MM
2021 01 19 03 40  40 12.0 14.0   5.4    MM   8.7 332 1022.0  20.5    MM  13.6   MM   MM    MM
2021 01 19 03 30  40 11.0 15.0    MM    MM    MM  MM 1021.9  20.3  24.0  13.1   MM   MM    MM
2021 01 19 03 20  40 12.0 16.0    MM    MM    MM  MM 1021.8  20.3  24.0  12.9   MM   MM    MM
2021 01 19 03 10  40 12.0 16.0    MM    MM    MM  MM 1021.7  20.3  23.9  12.5   MM   MM    MM
2021 01 19 03 00  40 12.0 15.0    MM    MM    MM  MM 1021.5  20.2  24.0  12.6   MM +0.8    MM
2021 01 19 02 50  30 12.0 16.0   5.5    12   8.9 330 1021.4  20.3  24.0  13.0   MM   MM    MM
2021 01 19 02 40  30 13.0 17.0   5.5    MM   8.9 330 1021.3  20.3    MM  13.3   MM   MM    MM
2021 01 19 02 30  40 12.0 16.0    MM    MM    MM  MM 1021.1  20.3  24.0  13.4   MM   MM    MM
2021 01 19 02 20  40 12.0 16.0    MM    MM    MM  MM 1021.0  20.3  24.0  13.7   MM   MM    MM
2021 01 19 02 10  40 12.0 14.0    MM    MM    MM  MM 1020.9  20.1  24.0  13.0   MM   MM    MM
2021 01 19 02 00  40 12.0 16.0    MM    MM    MM  MM 1020.6  20.1  24.0  12.9   MM -1.3    MM
2021 01 19 01 50  40 12.0 15.0   5.9    13   9.3 328 1020.6  20.2  24.0  13.4   MM   MM    MM
2021 01 19 01 40  40 12.0 15.0   5.9    MM   9.3 328 1020.5  20.1    MM  12.6   MM   MM    MM
